,LOCATION,SUBURB_TOWN_NAME,SUBURB_RESIDENTS,SUBURB_LONG,SUBURB_LAT,FID,DOMAIN_URL,REAL_ESTATE_COM_AU_URL,SUBURB_MOST_COMMON_EXPENSE_TIER,SUBURB_PRICE_RANGE_RANK,SUBURB_PRICE_RANK_IN_PERCENTILE,SUBURB_RENTAL_PRICE_SCALE_RANK,SUBURB_OFFENCES_PER_10000_POPULATION,TOTAL_2016_ADJUSTED_OFFENCES_PER_SUBURB_TOWN_NAME,SUBURB_TOWN_NAME_2016_ADJUSTED_CRIME_RANK,SUBURB_TOWN_NAME_2016_ADJUSTED_CRIME_RANK_PERCENTILE,ADJUSTED_CRIME_RANK_SCALE,SUBURB_MOST_INT_STUDENT_LANG,INT_STUDENT_POPULATION_ARRIVAL_ALL_YEARS,TOTAL_INT_STUDENTS_PER_SUBURB,TOTAL_INT_STUDENT_PER_LANGUAGE,TMP_INT_STUDENT_NATIVE_LANG,TMP_SUBURB_STUDENT_POPULATION_SCALE_RANK,Acholi,"African Languages, nec","African Languages, nfd",Afrikaans,Akan,Albanian,Amharic,Anuak,Arabic,Armenian,Assyrian Neo-Aramaic,Bengali,Bisaya,Bosnian,Bulgarian,Burmese,"Burmese and Related Languages, nec","Burmese and Related Languages, nfd",Cantonese,Catalan,Cebuano,Chaldean Neo-Aramaic,Chin Haka,"Chinese, nfd","Creole, nfd",Croatian,Czech,Danish,Dari,Dhivehi,Dinka,"Dravidian, nec",Dutch,English,Estonian,Fijian,Filipino,Finnish,French,"French Creole, nfd",German,Greek,Gujarati,Hakka,Harari,Hausa,Hazaraghi,Hebrew,Hindi,Hungarian,Iban,Igbo,Ilonggo (Hiligaynon),Inadequately described,Indonesian,"Iranic, nfd",Italian,Japanese,Kannada,Karen,Khmer,Kinyarwanda (Rwanda),Kirundi (Rundi),Konkani,Korean,Kurdish,Lao,Lithuanian,Loma (Lorma),Luganda,Macedonian,Malay,Malayalam,Maltese,Mandarin,Maori (Cook Island),Maori (New Zealand),Marathi,Mauritian Creole,Min Nan,Mongolian,Nepali,No international students recorded as living in this area.,Norwegian,Not stated,Nuer,Nyanja (Chichewa),Oriya,Oromo,Other Southern Asian Languages,Pashto,Persian (excluding Dari),"Pidgin, nfd",Polish,Portuguese,Punjabi,Rohingya,Romanian,Russian,Samoan,Serbian,Shilluk,Shona,Sindhi,Sinhalese,Slovak,Slovene,Somali,"Southern Asian Languages, nfd",Spanish,Swahili,Swedish,Tagalog,Tamil,Telugu,Tetum,Thai,Tibetan,Tigrinya,Tok Pisin (Neomelanesian),Tongan,Tswana,Turkish,Tuvaluan,Ukrainian,Urdu,Vietnamese,Wu,Yoruba,Zomi
2375,"STRATEN, VICTORIA, AUSTRALIA",STRATEN,0,142.5763542,-35.3797489,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1723,https://www.domain.com.au/rent/straten-vic-3533//?ssubs=1,https://www.realestate.com.au/rent/in-straten+3533/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,"STRATFORD, VICTORIA, AUSTRALIA",STRATFORD,3001,147.083333,-37.966667,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2397,https://www.domain.com.au/rent/stratford-vic-3862//?ssubs=1,https://www.realestate.com.au/rent/in-stratford+3862/list-1,$250-$274,9,0.494527,5,0.9003,36.3121,434,0.186907838,2,English,7,7,643,English,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,"STRATH CREEK, VICTORIA, AUSTRALIA",STRATH CREEK,163,145.2212,-37.2365,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.76,https://www.domain.com.au/rent/strath-creek-vic-3658//?ssubs=1,https://www.realestate.com.au/rent/in-strath+creek+3658/list-1,$175-$199,6,0.300686162,4,0.0815,0.326,1056,0.454780362,5,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,"STRATHALLAN, VICTORIA, AUSTRALIA",STRATHALLAN,199,144.8184741,-36.2449977,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1228,https://www.domain.com.au/rent/strathallan-vic-3622//?ssubs=1,https://www.realestate.com.au/rent/in-strathallan+3622/list-1,None,0,0,1,0.0597,0.8358,880,0.378983635,4,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,"STRATHBOGIE, VICTORIA, AUSTRALIA",STRATHBOGIE,113,145.7113079,-36.879426,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2614,https://www.domain.com.au/rent/strathbogie-vic-3666//?ssubs=1,https://www.realestate.com.au/rent/in-strathbogie+3666/list-1,$150-$174,5,0.2469368,3,0.0113,0.1582,1245,0.536175711,6,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,"STRATHDALE, VICTORIA, AUSTRALIA",STRATHDALE,5664,144.3166595,-36.7632753,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2659,https://www.domain.com.au/rent/strathdale-vic-3550//?ssubs=1,https://www.realestate.com.au/rent/in-strathdale+3550/list-1,$300-$324,11,0.6102761,7,0.5664,195.9744,291,0.125322997,2,English,4,29,104,Spanish,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,"STRATHDOWNIE, VICTORIA, AUSTRALIA",STRATHDOWNIE,183,141.1488684,-37.7235636,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2130,https://www.domain.com.au/rent/strathdownie-vic-3312//?ssubs=1,https://www.realestate.com.au/rent/in-strathdownie+3312/list-1,None,0,0,1,0.0183,0.1281,1299,0.559431525,6,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,"STRATHEWEN, VICTORIA, AUSTRALIA",STRATHEWEN,27,145.266667,-37.55,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2223,https://www.domain.com.au/rent/strathewen-vic-3099//?ssubs=1,https://www.realestate.com.au/rent/in-strathewen+3099/list-1,None,0,0,1,0.0027,0.0108,1926,0.829457364,9,English,3,3,643,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,"STRATHFIELDSAYE, VICTORIA, AUSTRALIA",STRATHFIELDSAYE,6,144.366667,-36.8,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2662,https://www.domain.com.au/rent/strathfieldsaye-vic-3551//?ssubs=1,https://www.realestate.com.au/rent/in-strathfieldsaye+3551/list-1,$350-$374,13,0.7130371,8,0.0048,0.06,1478,0.636520241,7,English,8,8,643,English,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,"STRATHKELLAR, VICTORIA, AUSTRALIA",STRATHKELLAR,94,142.0934094,-37.7136721,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2516,https://www.domain.com.au/rent/strathkellar-vic-3301//?ssubs=1,https://www.realestate.com.au/rent/in-strathkellar+3301/list-1,None,0,0,1,0.0094,0.0094,1958,0.843238587,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,"STRATHLEA, VICTORIA, AUSTRALIA",STRATHLEA,19,143.968434,-37.1511337,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1160,https://www.domain.com.au/rent/strathlea-vic-3364//?ssubs=1,https://www.realestate.com.au/rent/in-strathlea+3364/list-1,None,0,0,1,0.0019,0.0019,2181,0.939276486,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,"STRATHMERTON, VICTORIA, AUSTRALIA",STRATHMERTON,180,145.4762409,-35.9401904,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1452,https://www.domain.com.au/rent/strathmerton-vic-3641//?ssubs=1,https://www.realestate.com.au/rent/in-strathmerton+3641/list-1,$150-$174,5,0.2469368,3,0.018,0.954,855,0.368217054,4,English,4,4,643,English,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,"STRATHMORE HEIGHTS, VICTORIA, AUSTRALIA",STRATHMORE HEIGHTS,1006,144.897,-37.713,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.810,https://www.domain.com.au/rent/strathmore-heights-vic-3041//?ssubs=1,https://www.realestate.com.au/rent/in-strathmore+heights+3041/list-1,$450-$549,17,0.8824538,9,0.2012,5.1306,623,0.268303187,3,English,3,12,162,Arabic,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,"STRATHMORE, VICTORIA, AUSTRALIA",STRATHMORE,8417,144.921,-37.734,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2346,https://www.domain.com.au/rent/strathmore-vic-3041//?ssubs=1,https://www.realestate.com.au/rent/in-strathmore+3041/list-1,$450-$549,17,0.8824538,9,1.6834,423.3751,241,0.103789836,2,English,3,59,57,Italian,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
2389,"STRATHTULLOH, VICTORIA, AUSTRALIA",STRATHTULLOH,0,144.5986099,-37.7452891,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2721,https://www.domain.com.au/rent/strathtulloh-vic-3338//?ssubs=1,https://www.realestate.com.au/rent/in-strathtulloh+3338/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,"STREATHAM, VICTORIA, AUSTRALIA",STREATHAM,0,143.1021239,-37.6869179,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2535,https://www.domain.com.au/rent/streatham-vic-3351//?ssubs=1,https://www.realestate.com.au/rent/in-streatham+3351/list-1,$1-$74,1,0.039536024,1,0.0149,0.7003,911,0.392334195,4,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,"STRZELECKI, VICTORIA, AUSTRALIA",STRZELECKI,91,145.902453,-38.3416551,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1170,https://www.domain.com.au/rent/strzelecki-vic-3950//?ssubs=1,https://www.realestate.com.au/rent/in-strzelecki+3950/list-1,None,0,0,1,0.0091,0.0091,1964,0.845822567,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,"STUART MILL, VICTORIA, AUSTRALIA",STUART MILL,80,143.2853848,-36.8142776,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2531,https://www.domain.com.au/rent/stuart-mill-vic-3477//?ssubs=1,https://www.realestate.com.au/rent/in-stuart+mill+3477/list-1,None,0,0,1,0.024,0.056,1497,0.644702842,7,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,"SUGARLOAF CREEK, VICTORIA, AUSTRALIA",SUGARLOAF CREEK,351,145.0383133,-37.1338836,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1386,https://www.domain.com.au/rent/sugarloaf-creek-vic-3658//?ssubs=1,https://www.realestate.com.au/rent/in-sugarloaf+creek+3658/list-1,None,0,0,1,0.0351,0.1755,1212,0.521963824,6,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,"SUGARLOAF, VICTORIA, AUSTRALIA",SUGARLOAF,0,143.7993096,-38.6896508,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2766,https://www.domain.com.au/rent/sugarloaf-vic-3234//?ssubs=1,https://www.realestate.com.au/rent/in-sugarloaf+3234/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,"SUGGAN BUGGAN, VICTORIA, AUSTRALIA",SUGGAN BUGGAN,0,148.3478487,-36.9406813,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.38,https://www.domain.com.au/rent/suggan-buggan-vic-3885//?ssubs=1,https://www.realestate.com.au/rent/in-suggan+buggan+3885/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,"SULKY, VICTORIA, AUSTRALIA",SULKY,12770,143.8508908,-37.4602532,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1146,https://www.domain.com.au/rent/sulky-vic-3352//?ssubs=1,https://www.realestate.com.au/rent/in-sulky+3352/list-1,None,0,0,1,3.831,14.047,518,0.223083549,3,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,"SUMMERLANDS, VICTORIA, AUSTRALIA",SUMMERLANDS,37312,145.146111,-38.511111,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.558,https://www.domain.com.au/rent/summerlands-vic-3922//?ssubs=1,https://www.realestate.com.au/rent/in-summerlands+3922/list-1,None,0,0,1,7.4624,26.1184,466,0.200689061,3,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,"SUNBURY, VICTORIA, AUSTRALIA",SUNBURY,4846,144.713889,-37.581111,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2416,https://www.domain.com.au/rent/sunbury-vic-3429//?ssubs=1,https://www.realestate.com.au/rent/in-sunbury+3429/list-1,$300-$324,11,0.6102761,7,36.345,1501.2908,111,0.047803618,1,English,3,268,63,Bengali,2,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,5,0,0,0
2399,"SUNDAY CREEK, VICTORIA, AUSTRALIA",SUNDAY CREEK,1230,145.0438252,-37.2441508,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.818,https://www.domain.com.au/rent/sunday-creek-vic-3658//?ssubs=1,https://www.realestate.com.au/rent/in-sunday+creek+3658/list-1,None,0,0,1,0.123,3.198,681,0.293281654,3,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,"SUNDERLAND BAY, VICTORIA, AUSTRALIA",SUNDERLAND BAY,233,145.272887,-38.5016289,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.495,https://www.domain.com.au/rent/sunderland-bay-vic-3922//?ssubs=1,https://www.realestate.com.au/rent/in-sunderland+bay+3922/list-1,$250-$274,9,0.494527,5,0.0466,0.233,1134,0.488372093,5,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,"SUNSET STRIP, VICTORIA, AUSTRALIA",SUNSET STRIP,425,145.2659786,-38.4958178,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.161,https://www.domain.com.au/rent/sunset-strip-vic-3922//?ssubs=1,https://www.realestate.com.au/rent/in-sunset+strip+3922/list-1,$300-$324,11,0.6102761,7,0.1275,1.445,790,0.340223945,4,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
