,LOCATION,SUBURB_TOWN_NAME,SUBURB_RESIDENTS,SUBURB_LONG,SUBURB_LAT,FID,DOMAIN_URL,REAL_ESTATE_COM_AU_URL,SUBURB_MOST_COMMON_EXPENSE_TIER,SUBURB_PRICE_RANGE_RANK,SUBURB_PRICE_RANK_IN_PERCENTILE,SUBURB_RENTAL_PRICE_SCALE_RANK,SUBURB_OFFENCES_PER_10000_POPULATION,TOTAL_2016_ADJUSTED_OFFENCES_PER_SUBURB_TOWN_NAME,SUBURB_TOWN_NAME_2016_ADJUSTED_CRIME_RANK,SUBURB_TOWN_NAME_2016_ADJUSTED_CRIME_RANK_PERCENTILE,ADJUSTED_CRIME_RANK_SCALE,SUBURB_MOST_INT_STUDENT_LANG,INT_STUDENT_POPULATION_ARRIVAL_ALL_YEARS,TOTAL_INT_STUDENTS_PER_SUBURB,TOTAL_INT_STUDENT_PER_LANGUAGE,TMP_INT_STUDENT_NATIVE_LANG,TMP_SUBURB_STUDENT_POPULATION_SCALE_RANK,Acholi,"African Languages, nec","African Languages, nfd",Afrikaans,Akan,Albanian,Amharic,Anuak,Arabic,Armenian,Assyrian Neo-Aramaic,Bengali,Bisaya,Bosnian,Bulgarian,Burmese,"Burmese and Related Languages, nec","Burmese and Related Languages, nfd",Cantonese,Catalan,Cebuano,Chaldean Neo-Aramaic,Chin Haka,"Chinese, nfd","Creole, nfd",Croatian,Czech,Danish,Dari,Dhivehi,Dinka,"Dravidian, nec",Dutch,English,Estonian,Fijian,Filipino,Finnish,French,"French Creole, nfd",German,Greek,Gujarati,Hakka,Harari,Hausa,Hazaraghi,Hebrew,Hindi,Hungarian,Iban,Igbo,Ilonggo (Hiligaynon),Inadequately described,Indonesian,"Iranic, nfd",Italian,Japanese,Kannada,Karen,Khmer,Kinyarwanda (Rwanda),Kirundi (Rundi),Konkani,Korean,Kurdish,Lao,Lithuanian,Loma (Lorma),Luganda,Macedonian,Malay,Malayalam,Maltese,Mandarin,Maori (Cook Island),Maori (New Zealand),Marathi,Mauritian Creole,Min Nan,Mongolian,Nepali,No international students recorded as living in this area.,Norwegian,Not stated,Nuer,Nyanja (Chichewa),Oriya,Oromo,Other Southern Asian Languages,Pashto,Persian (excluding Dari),"Pidgin, nfd",Polish,Portuguese,Punjabi,Rohingya,Romanian,Russian,Samoan,Serbian,Shilluk,Shona,Sindhi,Sinhalese,Slovak,Slovene,Somali,"Southern Asian Languages, nfd",Spanish,Swahili,Swedish,Tagalog,Tamil,Telugu,Tetum,Thai,Tibetan,Tigrinya,Tok Pisin (Neomelanesian),Tongan,Tswana,Turkish,Tuvaluan,Ukrainian,Urdu,Vietnamese,Wu,Yoruba,Zomi
2402,"SUNSHINE NORTH, VICTORIA, AUSTRALIA",SUNSHINE NORTH,11699,144.849,-37.756,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2192,https://www.domain.com.au/rent/sunshine-north-vic-3020//?ssubs=1,https://www.realestate.com.au/rent/in-sunshine+north+3020/list-1,$300-$324,11,0.6102761,7,1.1699,1164.0505,137,0.059000861,1,Vietnamese,11,532,128,Persian (excluding Dari),7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
2403,"SUNSHINE WEST, VICTORIA, AUSTRALIA",SUNSHINE WEST,18585,144.816,-37.795,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2599,https://www.domain.com.au/rent/sunshine-west-vic-3020//?ssubs=1,https://www.realestate.com.au/rent/in-sunshine+west+3020/list-1,$300-$324,11,0.6102761,7,1.8585,2187.4545,87,0.0374677,1,Vietnamese,15,793,103,Tagalog,8,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,8,0,0,9,0,0,0,6,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,8,0,0,0,10,0,0,0,9,0,6,0,0,0,0,0,9,0,2,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0
2404,"SUNSHINE, VICTORIA, AUSTRALIA",SUNSHINE,0,145.026,-37.891,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2605,https://www.domain.com.au/rent/sunshine-vic-3020//?ssubs=1,https://www.realestate.com.au/rent/in-sunshine+3020/list-1,$300-$324,11,0.6102761,7,0,0,2232,0.96124031,10,Vietnamese,8,739,7,Zomi,6,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,9,10,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,9,6,0,6,0,0,0,0,4,2,0,0,9,10,0,0,6
2405,"SURF BEACH, VICTORIA, AUSTRALIA",SURF BEACH,527,145.2949976,-38.5090925,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.623,https://www.domain.com.au/rent/surf-beach-vic-3922//?ssubs=1,https://www.realestate.com.au/rent/in-surf+beach+3922/list-1,$200-$224,7,0.3721614,4,0.0527,0.7905,890,0.383290267,4,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,"SURREY HILLS, VICTORIA, AUSTRALIA",SURREY HILLS,891,145.106,-37.83,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.83,https://www.domain.com.au/rent/surrey-hills-vic-3127//?ssubs=1,https://www.realestate.com.au/rent/in-surrey+hills+3127/list-1,$450-$549,17,0.8824538,9,0.1782,35.3727,439,0.189061154,2,Mandarin,5,309,112,Korean,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
2407,"SUTHERLAND, VICTORIA, AUSTRALIA",SUTHERLAND,0,143.2183861,-36.5613061,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1475,https://www.domain.com.au/rent/sutherland-vic-3477//?ssubs=1,https://www.realestate.com.au/rent/in-sutherland+3477/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,"SUTHERLANDS CREEK, VICTORIA, AUSTRALIA",SUTHERLANDS CREEK,2194,144.2187155,-38.0330078,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1061,https://www.domain.com.au/rent/sutherlands-creek-vic-3331//?ssubs=1,https://www.realestate.com.au/rent/in-sutherlands+creek+3331/list-1,None,0,0,1,0.2194,0.8776,871,0.375107666,4,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,"SUTTON GRANGE, VICTORIA, AUSTRALIA",SUTTON GRANGE,136,144.3457864,-36.9622534,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2406,https://www.domain.com.au/rent/sutton-grange-vic-3448//?ssubs=1,https://www.realestate.com.au/rent/in-sutton+grange+3448/list-1,None,0,0,1,0.0136,0.0136,1861,0.801464255,9,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,"SUTTON, VICTORIA, AUSTRALIA",SUTTON,0,142.9735633,-35.7328577,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1960,https://www.domain.com.au/rent/sutton-vic-3530//?ssubs=1,https://www.realestate.com.au/rent/in-sutton+3530/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,"SWAN BAY, VICTORIA, AUSTRALIA",SWAN BAY,0,144.643889,-38.225833,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1457,https://www.domain.com.au/rent/swan-bay-vic-3225//?ssubs=1,https://www.realestate.com.au/rent/in-swan+bay+3225/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,"SWAN HILL WEST, VICTORIA, AUSTRALIA",SWAN HILL WEST,0,143.4409182,-35.3784905,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2435,https://www.domain.com.au/rent/swan-hill/west-vic-3585 /?ssubs=1,https://www.realestate.com.au/rent/in-swan+hill/west+3585 list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,"SWAN HILL, VICTORIA, AUSTRALIA",SWAN HILL,51,143.5524803,-35.3396318,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.939,https://www.domain.com.au/rent/swan-hill-vic-3585//?ssubs=1,https://www.realestate.com.au/rent/in-swan+hill+3585/list-1,$200-$224,7,0.3721614,4,0.0663,7.5735,575,0.247631352,3,English,4,81,357,Mandarin,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2414,"SWAN ISLAND, VICTORIA, AUSTRALIA",SWAN ISLAND,0,144.6801977,-38.2492561,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.121,https://www.domain.com.au/rent/swan-island-vic-3225//?ssubs=1,https://www.realestate.com.au/rent/in-swan+island+3225/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,"SWAN MARSH, VICTORIA, AUSTRALIA",SWAN MARSH,2922,143.3529978,-38.3543974,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1352,https://www.domain.com.au/rent/swan-marsh-vic-3249//?ssubs=1,https://www.realestate.com.au/rent/in-swan+marsh+3249/list-1,None,0,0,1,0.2922,0.2922,1079,0.464685616,5,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,"SWAN REACH, VICTORIA, AUSTRALIA",SWAN REACH,746,147.8712905,-37.7911465,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.290,https://www.domain.com.au/rent/swan-reach-vic-3903//?ssubs=1,https://www.realestate.com.au/rent/in-swan+reach+3903/list-1,$150-$174,5,0.2469368,3,0.0746,2.1634,730,0.314384152,4,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,"SWANPOOL, VICTORIA, AUSTRALIA",SWANPOOL,49,145.999449,-36.7625013,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1423,https://www.domain.com.au/rent/swanpool-vic-3673//?ssubs=1,https://www.realestate.com.au/rent/in-swanpool+3673/list-1,$150-$174,5,0.2469368,3,0.0049,0.0147,1842,0.793281654,8,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,"SWANWATER WEST, VICTORIA, AUSTRALIA",SWANWATER WEST,0,142.9935811,-36.5358402,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2603,https://www.domain.com.au/rent/swanwater-west-vic-3480//?ssubs=1,https://www.realestate.com.au/rent/in-swanwater+west+3480/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,"SWANWATER, VICTORIA, AUSTRALIA",SWANWATER,0,143.086542,-36.53101,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1019,https://www.domain.com.au/rent/swanwater-vic-3477//?ssubs=1,https://www.realestate.com.au/rent/in-swanwater+3477/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,"SWIFTS CREEK, VICTORIA, AUSTRALIA",SWIFTS CREEK,131,147.712222,-37.250278,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.127,https://www.domain.com.au/rent/swifts-creek-vic-3896//?ssubs=1,https://www.realestate.com.au/rent/in-swifts+creek+3896/list-1,$100-$124,3,1,10,0.0131,0.1834,1204,0.518518519,6,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,"SYDENHAM, VICTORIA, AUSTRALIA",SYDENHAM,20227,144.767,-37.702,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2955,https://www.domain.com.au/rent/sydenham-vic-3037//?ssubs=1,https://www.realestate.com.au/rent/in-sydenham+3037/list-1,$300-$324,11,0.6102761,7,4.0454,1355.209,121,0.05211025,1,Punjabi,12,479,130,Thai,8,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,6,8,0,0,9,0,8,0,8,0,0,0,0,0,0,0,0,8,4,0,0,0
2422,"SYLVATERRE, VICTORIA, AUSTRALIA",SYLVATERRE,0,144.2380732,-36.0873022,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.761,https://www.domain.com.au/rent/sylvaterre-vic-3575//?ssubs=1,https://www.realestate.com.au/rent/in-sylvaterre+3575/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,"TABBERABBERA, VICTORIA, AUSTRALIA",TABBERABBERA,0,147.4014224,-37.5480156,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.699,https://www.domain.com.au/rent/tabberabbera-vic-3875//?ssubs=1,https://www.realestate.com.au/rent/in-tabberabbera+3875/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,"TABILK, VICTORIA, AUSTRALIA",TABILK,2480,145.2169448,-36.8265726,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2047,https://www.domain.com.au/rent/tabilk-vic-3607//?ssubs=1,https://www.realestate.com.au/rent/in-tabilk+3607/list-1,None,0,0,1,0.248,7.192,588,0.253229974,3,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,"TABOR, VICTORIA, AUSTRALIA",TABOR,0,142.1918944,-37.8132691,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1250,https://www.domain.com.au/rent/tabor-vic-3289//?ssubs=1,https://www.realestate.com.au/rent/in-tabor+3289/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,"TAGGERTY, VICTORIA, AUSTRALIA",TAGGERTY,48,145.7316571,-37.3160872,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1371,https://www.domain.com.au/rent/taggerty-vic-3714//?ssubs=1,https://www.realestate.com.au/rent/in-taggerty+3714/list-1,$175-$199,6,0.300686162,4,0.0048,0.0816,1409,0.606804479,7,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,"TAHARA BRIDGE, VICTORIA, AUSTRALIA",TAHARA BRIDGE,17,141.6264119,-37.7068095,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.1246,https://www.domain.com.au/rent/tahara-bridge-vic-3315//?ssubs=1,https://www.realestate.com.au/rent/in-tahara+bridge+3315/list-1,None,0,0,1,0.0017,0.0017,2192,0.944013781,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,"TAHARA WEST, VICTORIA, AUSTRALIA",TAHARA WEST,0,141.6221944,-37.7201563,ckan_af33dd8c_0534_4e18_9245_fc64440f742e.2827,https://www.domain.com.au/rent/tahara-west-vic-3310//?ssubs=1,https://www.realestate.com.au/rent/in-tahara+west+3310/list-1,None,0,0,1,0,0,2232,0.96124031,10,No international students recorded as living in this area.,0,0,0,No international students recorded as living in this area.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
